Column1,Column2,Column3
@mugenx86,@28delayslater,Tweet
@Nichola98941321,@DanRDimicco,RT
@28delayslater,@frunk,RT
@28delayslater,@allenrescue,Tweet
@28delayslater,@Sofiaan,Tweet
@MichellBasler,@Hein_The_Sayer,Tweet
@MichellBasler,@tesla_truth,Tweet
@MichellBasler,@SpaceX,Tweet
@MichellBasler,@Tesla,Tweet
@MichellBasler,@teslainventory,RT
@MichellBasler,@tesla,RT
@MichellBasler,@MusaTariq,Tweet
@IrritablyMorose,@Teslatunity,Tweet
@VeteransAlways,@Slr64Q,Tweet
@VeteransAlways,@StormIsUponUs,Tweet
@_KyleJones_,@elonmusk,Tweet
@0mnipotentseed,@ajworner12,Tweet
@macmover,@ModernTriDad,Tweet
@macmover,@EdwardGarnett,Tweet
@MDstJK,@Tesla,RT
@scottsooner,@jeffhilimire,Tweet
@BrettForrest89,@SpaceX,Tweet
@MartinWoolleyUK,@evcarmike,Tweet
@350SantaBarbara,@hgtv,RT
@PulpMyFiction,@elonmusk,Tweet
@MarkSpurlock17,@elonmusk,Tweet
@BertelSchmitt,@elonmusk.,RT
@HidingFromFeds,@DavidTalbott2,Tweet
@MS2_ISDJ,@OnYourLeftDC,Tweet
@Andy_Taylor87,@BBC_TopGear-esque,RT
@DanRDimicco,@DanRDimicco,RT
@NewElectricIRL,@EvBmw,Tweet
@mrs_sb,@AlderHeyCharity,RT
@_courtneyc_,@alydesmond,Tweet
@CPAutoScribe,@elonmusk.,Tweet
@ContrarianShort,@WallStCynic,Tweet
@JefferyDuke,@Legendary_Pants,Tweet
@TheBestTrev,@elonmusk,Tweet
@NeutralTesla,@TeslaOpinion,Tweet
@NeutralTesla,@wilhitjb,Tweet
@Zishaan_TraNce,@Tesla,RT
@StreetKaSpirit,@steve_lux,Tweet
@_MovAzul,@fredericlambert,RT
@RichC,@Tesla's,Tweet
@cazin678,@Pivotal_Capital,Tweet
@cazin678,@InvResDynamics,Tweet
@arctechinc,@f,RT
@SassyS3xyBITCH,@TSLAQQ,Tweet
@alexieP,@elonmusk,Tweet
@TheMutantHippo,@elonmusk,Tweet
@2170cell,@ex_Tesla,Tweet
@dennis_p,@OCTeslaClub,Tweet
@ketanpatel1217,@Xiaomi,RT
@BasementNinja,@RealFPJr,Tweet
@evacuationboy,@ex_Tesla,Tweet
@ehuna,@tesla,RT
@corietreacy,@ronan_maguire81,Tweet
@pdparticle,@TheRomit,Tweet
@__Jahzyah,@Tesla,RT
@SiyuSiyuzhou,@elonmusk,Tweet
@teslaownersSV,@nehood45,Tweet
@teslaownersSV,@BradBerman,Tweet
@teslaownersSV,@tesla,Tweet
@Godisgood725727,@elonmusk,Tweet
@MarketingDerby,@JLL,RT
@ex_Tesla,@scot_work,Tweet
@dreammartenroo,@MashedpotatoesM,Tweet
@illpill,@BrianNorgard,Tweet
@abledoc,@ShortingIsFun,Tweet
@MyahMcTear,@entrepreneur,RT
@goinsplaces_tv,@mariella_moon,RT
@b_tate4,@Tesla,RT
@windbourne_grr,@lorengrush,Tweet
@wishingbee,@ClimateHuman,Tweet
@ncallaway,@JaycenSlaght,Tweet
@Baseljanitors,@gwestr,Tweet
@JudyWilsonFan,@CedricMoulin,Tweet
@CarlosE40537707,@Jason,Tweet
@tesla_ranking,@darkovibes,RT
@ZenSaiyuki,@BrandyLJensen,Tweet
@anaha002,@elonmusk,Tweet
@ArcanePyro,@schristakos,Tweet
@Dragblox2,@elonmusk,Tweet
@riainex,@elonmusk,Tweet
@Kvmi1980,@markbspiegel,Tweet
@Kvmi1980,@g_schelle,Tweet
@AnoopMat,@dvarghese21,Tweet
@TESLA_N_TRUMP,@Station1DC,Tweet
@RabagoEnergy,@floridapsc!,Tweet
@WhartonSchoolPR,@OS_Mitchell,Tweet
@BillinPortland,@YouTube,Tweet
@AutoNucleus,@elonmusk,Tweet
@Cosmic_Slice,@hgtv,RT
@grftn_,@Gesichtbuch0815,Tweet
@DennisMathilli,@Tesla,Tweet
@RUB1G,@TommyThornton,Tweet
@JamieDykes5,@elonmusk,Tweet
@GarweAbel,@fredericlambert,RT
@LYNA68573496,@elonmusk,Tweet
@Tyler_0424,@elonmusk,Tweet
@grannycoo,@nationalpost,Tweet
@nwhiting25,@hgtv,RT
@GreenSportsBlog,@Tesla,RT
@philippe_boeuf,@lv35boss,Tweet
@philjel1,@Tesla,RT
@philjel1,@ValueAnalyst1,Tweet
@philjel1,@Model3Owners,RT
@teslavus,@TESLA,RT
@weijgenberger,@BIAUS),Tweet
@Skinnerre,@Lebeaucarnews,Tweet
@fedefeminella,@Tesla,RT
@Neale49188252,@Tesla,RT
@PlanetWarren,@elonmusk,Tweet
@mtobis,@hgtv,RT
@Laighe,@hgtv,RT
@Tannerman,@SpaceX's,Tweet
@LisaMAndrews_,@watercomm,Tweet
@wlindblom99,@Samlund67596222,RT
@AgentFox79,@Tesla,Tweet
@gdlcolorado,@GoogleNews,Tweet
@uty2154,@Samlund67596222,RT
@DugganJared,@elonmusk,Tweet
@Tesla_Henry,@iKingCardi,Tweet
@Tesla_Henry,"

@phoeberryyt",Tweet
@Bigtooths_,@Imnotunder13,Tweet
@HelmutRedecker,@Tesla,RT
@Nick__Day,@Samlund67596222,Tweet
@Stef527,@rachelburden,Tweet
@joacocanali,@elonmusk,RT
@sensimeliajah,@realDonaldTrump,Tweet
@Quantrarian1,@PollsTesla,Tweet
@costa11235,@BertelSchmitt,Tweet
@Yehitta,@Tesla,Tweet
@lil_donkeh,@bingocat1994,Tweet
@Jeannie70264082,@KHayhoe,Tweet
@Jeannie70264082,@hgtv,RT
@MarkAWoolard,@tesla_truth,Tweet
@keillorkjstudio,@ADGArrio,Tweet
@GorillaToyz,@elonmusk,Tweet
@Shinracapital,"@FTC.

There",RT
@Breaksteel,@BitcoinGent,Tweet
@CarlaJaneBurns,@BBC_TopGear-esque,RT
@ShahidPalasra,@elonmusk,Tweet
@pragalbha77,@Tesla,RT
@StuMurphy73,@humourme1234,Tweet
@Robo_Chewy,@fredericlambert,RT
@jellyfish_oce,@jellyfish_oce,RT
@aIoFuyZAxJhBJTV,@elonmusk,Tweet
@AJarvis728,@forbes,Tweet
@Teslatunity,@nate_mccomb,Tweet
@rogermueller16,@Tesla,RT
@ErikSdalen,@Trumpery45,Tweet
@vedantgoyal,@Finno12307,Tweet
@iKingCardi,@Tesla_Henry,Tweet
@DonFalcon8,@Tesla,RT
@ElectriveCom,@Tesla,Tweet
@TeeKay_EV,@WPipperger,Tweet
@TeeKay_EV,@Drock002,Tweet
@DonchoGunchev,@uncrownedoak,Tweet
@Carloja1980,@DeezerLatam,Tweet
@ItsBrittneyOCE,@jellyfish_oce,RT
@PhenomenalPoto,@Reuters,RT
@PhenomenalPoto,@TriTexan,Tweet
@hyperOff,@rincefire,Tweet
@v_g_fischer,"
@Tesla",RT
@v_g_fischer,@AnnaKFreitag,Tweet
@ReflexFunds,@vincent13031925,Tweet
@TamaraMcCleary,"@Tesla,",Tweet
@Facts10000000,@Tesla,RT
@durododo,@elonmusk,Tweet
@OlivierW4,@TArkesteijn,Tweet
@montoya2thxtrm,@elonmusk,Tweet
@SteveHamel16,@vincente,Tweet
@Pasik_01,@Tesla,RT
@naufal_izuddin,@Tesla,RT
@DaveSMT,@elonmusk,Tweet
@DaveSMT,@tesla,RT
@evdefender,@madhaus,Tweet
@evdefender,(jonathan.gitlin@arstechnica.com),RT
@TritonRL,@OSM__RL,Tweet
@notAkshatKhanna,"voice*
@elonmusk",Tweet
@shanejaj18,@elonmusk,RT
@elLopeznatxo,@Tesla_PR,RT
@sebastians2jer1,@elonmusk,RT
@sebastians2jer1,@elonmusk,Tweet
@Roberto43535883,@teslainventory,Tweet
@TeslaMark1,@uvscII,Tweet
@digitalbauen,@alex_avoigt,Tweet
@alitofts,@Tesla,RT
@Dorian68811163,@guidoacasa,Tweet
@ArtLightstone,@ajworner12,Tweet
@Firozl,@TimesLIVE,Tweet
@DavidAWalsh,@sdw,Tweet
@Tesla_PR,@tslaqpodcast,Tweet
@Tesla_PR,@pieterbuteneers,Tweet
@JasLeeLo,@business,RT
@Dalchico,@danahull,RT
@PeterPan4201,@VW,Tweet
@KongoBuana,@ElectrekCo,Tweet
@SareloJurij,@elonmusk,Tweet
@TechVelocirap,@elonmusk,RT
@kalin333,@YouTube,Tweet
@theissler,@elonmusk,RT
@baemss,@Tesla,RT
@HartreeCentre,@TeslaOwnersUK's,RT
@keroque,@aparanjape,Tweet
@ukmarketinghelp,@AlderHeyCharity,RT
@BackupRequired,@_billshortenmp,RT
@Dan1763,@TeslaOwnersUK's,RT
@Saba_Capital,@janholub8,Tweet
@keelyelectra,@elonmusk,Tweet
@EventyrJ,@_billshortenmp,RT
@Nico17010006,@Tesla,RT
@deadborg6,@elonmusk,Tweet
@jcorey1995,@elonmusk,Tweet
@iamsocialmonkey,@henryFormgram,Tweet
@ThomasAFink,@RampCapitalLLC,RT
@ThomasAFink,@RampCapitalLLC,Tweet
@HelanMBack,@AutoRepairTechs,Tweet
@markbjardine,@_billshortenmp,RT
@jtcoulter9,@eBay,RT
@808Vinny,@TESLA,RT
@MietTesla,@ajworner12,Tweet
@64by4,@elonmusk,Tweet
@SorokinOlha,@Tesla,RT
@KiranLeo,@kirstenkorosec,RT
@Kyleo169,@gifyourgame,RT
@SolarBettah,@TheDriven_io's,RT
@DaveMyFace,@_billshortenmp,Tweet
@josuhakeegan,@answerswithjoe,Tweet
@Runze72701643,@elonmusk,Tweet
@Crypto_Destro,@CryptoGayGuy,Tweet
@gaillparr,@ABSCBNNews,RT
@snomid,@jbarkerdesigns,Tweet
@iKhoniKshots,@Tesla,RT
@iajanus,@macmover,Tweet
@mausob,@elonmusk,Tweet
@jigleepaff,@Gerald_Lah,Tweet
@menhealuk,@tesla_space,Tweet
@hereticuniverse,@Tesla,RT
@M_Frankfort,@Erdayastronaut,Tweet
@djname,@whatifpod,Tweet
@support_alt,@Tesla,RT
@zhell666,@KennyDodger76,Tweet
@universallovez1,@Mayogo6,Tweet
@universallovez1,@ajworner12,Tweet
@FormulaOneWorld,@YouLikeCarsUK,RT
@manggahitam,@Tesla,RT
@pjm_tesla_369,@NewstalkZB,RT
@pjm_tesla_369,@efw062365,Tweet
@pjm_tesla_369,@ldsmith011_dawn,Tweet
@pjm_tesla_369,@realDonaldTrump,RT
@pjm_tesla_369,@MrWendell12,Tweet
@tlotto12,@fredericlambert,RT
@mohammedil,@Tesla,Tweet
@Michael_Bol,@Tesla,Tweet
@upgreen9quark,@forbes,Tweet
@cristian_miuta,@Tesla,RT
@TheCuriousLuke,.@NASA's,RT
@Manic_Marge,@Tesla,RT
@Manic_Marge,@Kristennetten,Tweet
@Manic_Marge,@LeilaniMunter,Tweet
@_lewiiss_,.@NASA's,RT
@rynnnkirk,@Tesla,RT
@tesla_space,@MEPFuller,Tweet
@tesla_space,@menhealuk,Tweet
@tesla_space,@jamie2181,Tweet
@tesla_space,@pnjaban,Tweet
@tesla_space,@SenKamalaHarris,Tweet
@tesla_space,@weathagirl,Tweet
@Bailey281999,@elonmusk,Tweet
@KPSapps,@ajworner12,Tweet
@CrowStu,@Tesla,RT
@PauMauro,@Tesla,RT
@loladeakinmurel,@Tesla,RT
@Jack76_DE,@TeslaOwnersUK's,RT
@marco_73,@fredericlambert,RT
@stuart_willes,@TeslaOwnersUK,RT
@ScottMColbert,@ajworner12,Tweet
@CarsonBoyett3,@elonmusk,Tweet
@TilmanWinkler,"this:

@Tesla",RT
@Hebleboy,@ajworner12,Tweet
@B71Gerhard,@TheTeslaShow,Tweet
@SpaceRangerDash,@tezlectric,Tweet
@SpaceRangerDash,@Silverpathic,Tweet
@TheSalesRepLife,@teslainvernon,Tweet
@ATeslaFanatic,@frederi,RT
@notander1,@Tesla,RT
@Vidnyaneshwar,@Tesla,RT
@patlacmj,"https://t.co/A9hPd9xL7n
@elonmusk",RT
@ThinkroomTalk,"Higher
https://t.co/68CEsgOFw6
@RalphLauren",Tweet
@hunnidbandclan,@elonmusk,Tweet
@hunnidbandclan,@germanndasavage,Tweet
@tdnaidu,@Tesla,RT
@Tylercherry20,@Tesla,RT
@poweredxbattery,@mashable,Tweet
@funnyparanoidR,@ChickEffect,Tweet
@AtiqullahQasim,@ajworner12,Tweet
@polyhumorous,@Maui_Speaks,Tweet
@iphonito37,@Tesla,RT
@TeslaAircraft,@Tesla,Tweet
@NutritionMadeS3,@LeilaniMunter,Tweet
@boredomstarman,@Tesla,RT
@xturtleman,@ValueAnalyst1,Tweet
@VGrinshpun,@BarkMSmeagol,Tweet
@colinjameskirby,@Tesla,Tweet
@UltimoGT,@YouLikeCarsUK,Tweet
@teslectrics,@TeslaOpinion,Tweet
@Deejay_919,@Tesla,RT
@BBoyle310,@tesla_space,Tweet
@dannysparker,@zshahan3,Tweet
@Lasselukas,@Kristennetten,RT
@Kvngg_Q,@dearra,Tweet
@paataaa1,@pryszkie,RT
@EdieNOPE,@mkarami00,Tweet
@AliaShazana1,@Tesla,RT
@robin_daniels,@Tesla,RT
@Juxced,@MyGodRaf,Tweet
@d_o_beatz,@Wendys_Garden,Tweet
@John_Martin1,"@elonmusk,",RT
@TechJeffE,@russ1mitchell,Tweet
@MelanyJ,@nhtsagov.,RT
@4x4_trucks_rule,@ElonsTruths,Tweet
@dewitt_luke,@koenigsegg,Tweet
@tesla_tours,@lexiheft,Tweet
@tesla_tours,@tesla,RT
@tesla_tours,@LikeTeslaKim,RT
@Moloch_NSX,@Tesla,RT
@carlhancock,@chriswallace,Tweet
@NhtsaV,@RalphNader,Tweet
@NhtsaV,@MikeFeller1,Tweet
@Kathlee16401127,@uncrownedoak,Tweet
@Remyb0i,@Tesla,RT
@PatrickSeelbach,@frederi,RT
@Askjeeves23,@SnazzyQ,Tweet
@PicklePunchD,@AMAZlNGNATURE,Tweet
@LokeshGidra,@elonmusk,Tweet
@JcqMit,@hgtv,RT
@ko_strad,@mydoghasagun,Tweet
@JefferyDrag,@bukuSteez,RT
@Kaffa_Namek,@venz,Tweet
@XavierWayneF,@Tesla,RT
@drbphd8,@JohnnyGWeir,Tweet
@ryliesebben,@Tesla,RT
@50bips,@ValueAnalyst1,Tweet
@ice_baby_AN,@RaidenBroKo,Tweet
@mikegrand1,@Hult_Biz,Tweet
@mortchad,@teslaagirl,Tweet
@mortchad,@mortchad,RT
@mortchad,@TheRealAlan,Tweet
@_digitaldrip,@Tesla,RT
@BrentSullivan,@hgtv,RT
@rodneyMnkosi,@ajworner12,Tweet
@Laura64703098,@Tesla,RT
@AppleHelix,@jeet_mahal,Tweet
@Queeeen_Bee,@Tesla,RT
@KellandC,@Tesla,RT
@retrosuv,@kris_sims,Tweet
@ODSTWP,@Tesla,RT
@Solo_Mikey,@elonmusk,Tweet
@TakiStewart,@hgtv,RT
@justzucc,@ajworner12,Tweet
@michael_crump_,@elonmusk,Tweet
@stefanliesl,@TeslaMotorsClub,Tweet
@teslasharts1,@cleantechnica,Tweet
@dvarghese21,@ajworner12,Tweet
@notiven,@reuters,Tweet
@KacieWrae,@Tesla.,Tweet
@daz_inc_,@Tesla,RT
@alkaskies,@Tesla,RT
@ssb168,"this:

@Tesla",RT
@Lucient__,@ajworner12,Tweet
@MikeFeller1,@Reuters,Tweet
@thomaspan,@ElectrekCo,RT
@thomaspan,@CoverDrive12,RT
@omg_tesla,@teslaownersSV,Tweet
@omg_tesla,@mymodl3,Tweet
@originprotocol,"@Tesla,",Tweet
@paulskold,@ClarkDennisM,Tweet
@Jaikaren23,@Tesla,RT
@skelliam,@Tesla,RT
@Yazrineshahab,@Tesla,RT
@ikerot,@AndreyATC,Tweet
@ikerot,@Tesla,RT
@DebutCricketer,@Tesla,RT
@cliptogram,@ajworner12,Tweet
@Marcusdstewart,@KHayhoe,Tweet
@floormat212,@BenSullins,Tweet
@FartsMajeure,@28delayslater,Tweet
@grahn_william,@Taylorrrr_tot,Tweet
@Parkerschneider,@elonmusk,Tweet
@MazezRealm,@PinkCBJ,Tweet
@flux_nomad,@hgtv,RT
@vicentes,@TESLA,RT
@vicentes,@tesla,RT
@aimalkhu,@Tesla,RT
@SylviaShriner,@hgtv,RT
@DaMorZwe,@Tesla,RT
@GambuSanele,@ajworner12,Tweet
@davinalexmma,@aminorjourney,Tweet
@davinalexmma,@elonmusk,Tweet
@krishnaThakur_,@Finno12307,Tweet
@minjae,@lyft,Tweet
@BChantzis,@Tesla's,RT
@713bigD,@Tesla,RT
@matthewgurd_,@Tesla,RT
@underwoods4,@fredericlambert,RT
@kellg12,@Tesla,RT
@kellg12,@AndreyATC,Tweet
@___wait4it___,@GaltsGirl,Tweet
@BeamMeUpScotee,@KHayhoe,Tweet
@tazz712,@ajworner12,Tweet
@rocobasilisk,@Tesla,RT
@rocobasilisk,@GerberKawasaki,RT
@rocobasilisk,@elonmusk,RT
@rocobasilisk,@teslaownersSV,RT
@robbieli820,@fredericlambert,RT
@TheTripeCo,@TheTeslaDoctor,Tweet
@jvallery,@elonmusk,Tweet
@Langer2005,@Tesla,RT
@plamenm23,@Tesla,Tweet
@fboivin,@elonmusk,Tweet
@AyushAn69526651,@ajworner12,Tweet
@31anina,@Tesla,RT
@roshanthomas,@Tesla,RT
@Erasmo_A,@Tesla,RT
@bradbsp,@BStebeleski,Tweet
@sanjuanAngel_,@Tesla,RT
@arvinmoses,.@Allegorithmic,RT
@tomwarne,@PluginAlberta,RT
@ElectroCar,@fredericlambert,RT
@lorenzocon3ras,@Tesla,RT
@antplaysdrums,@elonmusk,Tweet
@ElectronComm,@Tesla,RT
@HeartTesla,@Tesla,RT
@BenvolioTybalt,@GayPatriot,Tweet
@Udaky,@Tesla,RT
@sarah_quinlan2,@Tesla,RT
@ronmccutchen,@Tesla,RT
@Agk022Gonzalez,@Tesla,RT
@TeamWIE,@Tesla,RT
@ToddSStewart,@teslainventory,Tweet
@garbagemandave,@ajworner12,Tweet
@TangTizzle,@GeniusBrainPod,Tweet
@stefanilynn_,@Par_Tay_22,Tweet
@stefanilynn_,@sandrajane_,Tweet
@GarrettStefan_,@elonmusk,Tweet
@EanRedden,@ajworner12,Tweet
@CunningAssasin,@Tesla,RT
@MarianoMarx_,@ravenvanderrave,Tweet
@goinggreennow02,@realDonaldTrump,Tweet
@notadotard,@hgtv,RT
@DonutShorts,(jonathan.gitlin@arstechnica.com),RT
@manuelpirazan,@elonmusk,Tweet
@bryancalabro,@Tesla,Tweet
@ElaineRadford17,@Tesla,RT
@Aslonkat,@Tesla,RT
@thinkpophealth,@ihors3,Tweet
@DiveshBhargav,@Kristennetten,RT
@BeauVrolyk,@Tesla,Tweet
@livinincamerica,@hgtv,RT
@EnerTuition,@ElectrekCo,Tweet
@HylanderPaul,@IsHamptons,Tweet
@Reboticant,@hoonable,Tweet
@mehic_damir,@pryszkie,RT
@AndreyATC,@Faacto,Tweet
@markbspeigeI,@Tesla,RT
@QoinerQoiners,(jonathan.gitlin@arstechnica.com),RT
@Godblsmnymkr,@SeanCoakleyFX,Tweet
@Godblsmnymkr,@MacroPoloChina,Tweet
@siuloaoj,@elonmusk,Tweet
@we8them,@WadeMalone8,Tweet
@murphio1888,@BBCTwo,Tweet
@Codyodii,@TeslaMotorsClub,Tweet
@hoonable,@danforhan,Tweet
@Pete_Clay,@JeffEvanson1,Tweet
@Pete_Clay,@rocket_jenross,Tweet
@david_drhealey,@elonmusk,Tweet
@danforhan,@hoonable,Tweet
@danforhan,@AOC,RT
@hchc80,@GerberKawasaki,Tweet
@hchc80,@mackenzielallo,Tweet
@k2worldwide,@frederi,RT
@EdnaMala1,@TheMistaGG,Tweet
@vipertrades,@Tesla's,RT
@HotrodMAGA,@NYGovCuomos,RT
@GiroJedi,@BBC,Tweet
@PlugInFUD,@Tesla,RT
@shakaran87,@NorbertElekes,Tweet
@hansteslas,@Salt_Nole,Tweet
@MartinMorvel,@SusyRubio,Tweet
@_LauraJWilliams,@DIXIEDOODLE12,RT
@lv35boss,@jasonmcminn,Tweet
@juthica,@BrokeWokeJoke,Tweet
@Gofundyourself9,@Fuelie327,Tweet
@jesusluvsu29,@TDLR112535,RT
@medicalcoverup,@wendyburn,Tweet
@Betelgeuse0ri0n,@Ainokea88,Tweet
@SVictor09S,@GarryWhite,RT
@t0mmyr,@teslainventory,Tweet
@may_ber00t,@frederi,RT
@may_ber00t,@elonmusk,RT
@tugginghboat,@jaimec729,RT
@forsyth_barb,@Tesla,RT
@mr_calico,@Tesla,RT
@Ronaldvander123,@WadeMalone8,Tweet
@LomikoTech,@sdmoores,Tweet
@1onlybillyshear,(jonathan.gitlin@arstechnica.com),RT
@HelloZtar,@Verge,Tweet
@efw062365,@pjm_tesla_369,Tweet
@startupnws,@kirstenkorosec,RT
@ThisGuyfromME,@CGrantWSJ,Tweet
@Bellenzs,@Nik0la__Tesla,Tweet
@peepspolitical,@FBI,RT
@drinkthecoffee2,@Tesla,RT
@ZuZuQ5,@ZoilaLiz1,RT
@stealth_surfer,@kirstenkorosec,RT
@samerfarha,@drgitlin,Tweet
@MelaynaLokosky,@drgitlin,Tweet
@MelaynaLokosky,(jonathan.gitlin@arstechnica.com),RT
@MelaynaLokosky,@kawasook,Tweet
@MelaynaLokosky,@yabishyabish3,Tweet
@j_stroik,(jonathan.gitlin@arstechnica.com),RT
@OmarKhrisat,@ArttuRautiainen,Tweet
@cunningman45,@dasukocho,Tweet
@FreshRoasters,@kirstenkorosec,RT
@Ric9871Ric,@ric9871ric,Tweet
@burleyjc,@4xRevenue,Tweet
@burleyjc,@Drock002,Tweet
@tntracer52,@Tesla,RT
@notabigdeal111,@Tesla,RT
@CP11,@TechCrunch,Tweet
@SuzRiebold,@ZoilaLiz1,Tweet
@alledrive,@Tesla,RT
@jazzyjwelz,@jazzyjwelz,RT
@mademousel94,@Tesla,RT
@GolfLRE,@FearTheSkirt,Tweet
@GroundsGalen123,@YouTube,Tweet
@PaddiPatPat,@elonmusk,RT
@BrokenTesla,@Drock002,Tweet
@CMC_Web_Design,@elonmusk,Tweet
@stkbullgod,@WallStCynic,Tweet
@Nat70706755,@Kauldergrove,Tweet
@DYLAN_B19,@frederi,RT
@alec_tesla,@x_knini,Tweet
@cl_credit,@GerberKawasaki,Tweet
@1KaiArmstrong,@Bible_Time,Tweet
@ElectricTorque3,@Tesla,RT
@chrisatzinger,@Ford,RT
@TeslaGong,@Tesla,RT
@TeslaGong,@elonmusk,RT
@jonhais457,@asimo3089,Tweet
@Kathi_We,@pryszkie,RT
@Queen_B_Media,@Tesla,Tweet
@SGetwellsoon,@jaimec729,Tweet
@guackman,@DeeLex_MCEM,Tweet
@MarkTepperSWP,@MarkTepperSWP,RT
@rgl2619,@AngryBlackLady,Tweet
@AdamPilmoor,@Tesla,Tweet
@EarningsCallGuy,@jack,Tweet
@awgreig,@FusionptCapital,Tweet
@arambaut,@pathogenomenick,Tweet
@ryan_fisch,@cppinvest,Tweet
@RobertOstry,@ajworner12,Tweet
@TravisVallance,@ICannot_Enough,Tweet
@maddonkeylady,"@elonmusk,",RT
@MhehedZherting,@James_BG,Tweet
@mstafaozgr,@fredericlambert,RT
@ElContador2000,@lorraineSW1,RT
@maggieelittle,@not_tesla_ok,Tweet
@blurtnobrain,@dabeard,Tweet
@Drock002,@BrokenTesla,Tweet
@Drock002,@Tesla,Tweet
@JimBlackMax,@BabaBooooey,Tweet
@RaymondGraham_,@elonmusk,Tweet
@alconor,@Jim_Holder,Tweet
@Erik2be,@elonmusk,Tweet
@ymmanuel_who,.@Allegorithmic,Tweet
@saskboy,@Tesla,Tweet
@DarkElfLX,@gamethyme,Tweet
@SometimesIEat24,@elonmusk,Tweet
@FaillaciSteven,@elonmusk,Tweet
@FactoryGated,(jonathan.gitlin@arstechnica.com),RT
@JTSEO9,@PhenomenalPoto,Tweet
@MBrunnworth,@elonmusk,RT
@JVerdura,@joerogan,Tweet
@BStebeleski,@luckycangus,Tweet
@yonatanwey,@CEPMrd,RT
@japandler,@tesla,Tweet
@EvBite,@elonmusk,Tweet
@joepalojoe,@BreitbartNews,Tweet
@Emre__RL,@OSM__RL,Tweet
@AnthonyG1382,@The_LCDC,Tweet
@EmperorBlargus,@Tesla,RT
@temp_worker,@Tesla,RT
@JustinRamirez,@elonmusk,Tweet
@Zayl777,"37x
@ElonMusk,",RT
@Isaythere,@AndreyATC,Tweet
@Isaythere,@Tesla,RT
@ich_angelo,@imandresricardo,Tweet
@Rnkenyon,@JeromeJaccard,Tweet
@mikeygow,@MacroPoloChina,Tweet
@PatrickJEANT,@ABSCBNNews,RT
@mario22334455,@BBC,Tweet
@Corlene,@thedavidcrosby,RT
@ElonsBrain,@Tesla,RT
@hockeymom9598,@NYGovCuomos,RT
@teslainvernon,@Tesla,RT
@Jimg1126,@PlugInFUD,Tweet
@Jimg1126,@scot_work,Tweet
@PiyushW,@Tesla,Tweet
@abdelrahmanHi4m,@Tesla,RT
@Cid_Carmona,"37x
@ElonMusk,",RT
@tmcd60,@NYGovCuomos,RT
@dradniecki,@MaxRadniecki,Tweet
@cedricboivin,@Trumpery45,Tweet
@Mission_T_EV,@Tesla,RT
@azizimumwijr,@Tesla,RT
@Pnote23,@SeanSailorx,Tweet
@LikeToasters,@AmanT10362608,Tweet
@anw33,@SnazzyQ,Tweet
@Saenen_Dirk,@engadget,Tweet
@schristakos,@Reuters,Tweet
@schristakos,@BonaireVolt,Tweet
@schristakos,@Salt_Nole,Tweet
@ESTP_CMU,@AkshatRathi's,RT
@BrentKehoe,@JessieLivermore,Tweet
@alamkara,@PorcupineRalph,Tweet
@TomLast,"@elonmusk,",RT
@Mara_Anas,"37x
@ElonMusk,",RT
@wise_skeptic,@Kauldergrove,Tweet
@glbeaty,@KawasakiKR11,Tweet
@TheHippoShoe,@GeorgeOu,RT
@mcjamez,@ClarkDennisM,Tweet
@JohnRealSmith,@TeslaOwnersUK,RT
@cy_beh,@LeilaniMunter,Tweet
@rellimcire,@LeilaniMunter,Tweet
@joewgates,@elonmusk,Tweet
@shoobe01,@thehilker,Tweet
@vishwatosh4,@Tesla,RT
@RaymondDoerr,@TeslaMotorsClub,Tweet
@Paaavoo,@pandoratweets,Tweet
@Festlegen,@norwegian76,Tweet
@dodgemania,@Rachel__Nichols,Tweet
@BrianScifiFan,@MyTeslaAdventur,RT
@willowRadriguez,@Kauldergrove,Tweet
@willowRadriguez,@JeromeJaccard,Tweet
@Jim_Holder,@alconor,Tweet
@SASchoenfeld,@pimmfox,Tweet
@Mom_Salad,@LoganMcCree777,Tweet
@brainbootcamp,@TickerTucker,Tweet
@LoganMcCree777,@Mom_Salad,Tweet
@LoganMcCree777,@SPSMM_D51,Tweet
@LoganMcCree777,@gamerdude357,Tweet
@Ellesdrive1,@pryszkie,RT
@bradkieser,(@TeslaOwnersUK,Tweet
@Jak3j,@MoKue,Tweet
@hjcdarkhorse1,@Tesla,RT
@teslavangelist,@Tesla,RT
@teslavangelist,@gwestr,Tweet
@teslavangelist,@ThruTheTreez,Tweet
@andehans,@GregKable,Tweet
@OstlundWept,@matt_kempez,Tweet
@contractorwolf,@teslamodel3fan,Tweet
@jessede1970,@chrisbensberg,Tweet
@gritagirl,@Tesla,Tweet
@doyendon,@tesla,Tweet
@willojohnson,@GregRenoff,Tweet
@realChristophS,@WGRZ,Tweet
@k_valancius,@BMW,RT
@windowgatribble,@YouTube,Tweet
@selwynlevy,@Goal_Cast,Tweet
@cromas,@elonmusk,Tweet
@JennyLi47265394,@elonmusk,RT
@Bel_RL,@gifyourgame,RT
@newduereview,@FredericLambert,Tweet
@sokane1,@BMW,RT
@TeslaSonic,@WillFealey,Tweet
@FordMustang1405,@Tesla,RT
@slhelme,@af210368,Tweet
@TeslaJoshUK,@Amy_Sober,Tweet
@GeorgePan2,@Tesla,RT
